,cip_code,total_graduates,knowledge_rate,career_outcomes_perc,total_perc_employed_overall,total_perc_employed_full_time,total_perc_employed_part_time,perc_standard_employment_overall,perc_standard_full_time,perc_standard_part_time,perc_entrepreneur_overall,perc_entrepreneur_full_time,perc_entrepreneur_part_time,perc_temp_contract_overall,perc_temp_contract_full_time,perc_temp_contract_part_time,perc_freelance_overall,perc_freelance_full_time,perc_freelance_part_time,perc_fellowship_intern_overall,perc_fellowship_intern_full_time,perc_fellowship_intern_part_time,perc_service,perc_military,perc_continuing_ed,perc_seeking_employment,perc_seeking_continuing_ed,perc_not_seeking,mean_starting_salary,year,perc_still_seeking_overall,CIPCode,CIPTitle
290,30.23,61,9.2,86.8,63.6,5.9,12.7,5.9,41.8,9.1,0.0,0.0,0.0,12.7,9.1,3.6,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,14.5,12.7,0.0,3.6,3676,2017,,30.23,Intercultural/Multicultural and Diversity Studies.
291,30.11,29,86.2,8.0,52.0,44.0,8.0,52.0,44.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,4.0,16.0,0.0,2894,2017,,30.11,Gerontology.
292,30.25,341,73.6,81.2,39.8,37.1,2.8,31.1,29.1,2.0,0.8,0.8,0.0,4.0,3.2,0.8,0.4,0.4,0.0,3.6,3.6,0.0,2.0,0.0,37.5,9.6,8.8,2.4,744,2017,,30.25,Cognitive Science.
293,30.27,254,6.2,61.5,24.8,17.0,7.8,19.0,13.7,5.2,0.7,0.0,0.7,3.9,2.0,2.0,0.0,0.0,0.0,1.3,1.3,0.0,0.0,0.0,34.6,14.4,22.9,3.3,3358,2017,,30.27,Human Biology.
294,30.32,84,75.0,81.0,5.8,44.4,6.3,44.4,41.3,3.2,0.0,0.0,0.0,1.6,1.6,0.0,0.0,0.0,0.0,4.8,1.6,3.2,6.3,1.6,22.2,12.7,6.3,0.0,38889,2017,,30.32,Marine Sciences.
295,30.33,252,45.2,76.8,61.4,49.1,12.3,57.9,48.2,9.6,1.8,0.0,1.8,0.0,0.0,0.0,0.9,0.0,0.9,0.9,0.9,0.0,1.8,0.0,12.3,17.5,5.3,1.8,36462,2017,,30.33,Sustainability Studies.
296,31.01,496,5.6,87.9,75.7,64.1,11.6,65.7,56.2,9.6,0.4,0.4,0.0,2.0,0.8,1.2,0.0,0.0,0.0,7.6,6.8,0.8,0.0,2.0,8.8,1.8,1.2,1.6,3452,2017,,31.01,"Parks, Recreation and Leisure Studies."
297,31.03,57,6.2,86.5,72.5,63.9,8.5,63.6,56.4,7.2,1.0,0.7,0.3,1.3,0.7,0.7,0.7,0.3,0.3,5.9,5.9,0.0,1.0,1.6,1.8,1.8,2.6,0.7,39841,2017,,31.03,"Parks, Recreation and Leisure Facilities Management."
298,31.05,1876,62.3,81.2,51.6,42.5,9.1,46.2,38.4,7.8,0.6,0.5,0.1,2.0,1.4,0.6,0.4,0.3,0.1,2.3,1.9,0.4,0.6,0.7,26.9,8.8,9.7,1.8,3594,2017,,31.05,Health and Physical Education/Fitness.
299,38.01,29,59.6,85.1,48.0,42.0,6.0,4.2,35.7,4.5,0.8,0.6,0.2,2.5,1.7,0.8,0.7,0.4,0.3,3.9,3.7,0.3,2.0,0.6,32.1,8.9,5.6,2.8,42936,2017,,38.01,Philosophy.
300,38.02,62,68.9,85.8,52.0,45.1,7.0,45.8,4.7,5.1,0.5,0.2,0.2,3.4,2.2,1.2,0.0,0.0,0.0,2.4,1.9,0.5,5.8,0.5,26.0,9.4,4.6,1.7,37344,2017,,38.02,Religion/Religious Studies.
301,39.02,13,95.1,95.9,58.2,52.0,6.1,49.0,43.9,5.1,0.0,0.0,0.0,6.1,5.1,1.0,0.0,0.0,0.0,3.1,3.1,0.0,0.0,0.0,37.8,4.1,0.0,0.0,32122,2017,,39.02,Bible/Biblical Studies.
302,39.06,217,85.3,92.7,55.7,48.1,7.6,49.7,43.8,5.9,0.5,0.5,0.0,2.2,1.6,0.5,1.1,0.5,0.5,2.2,1.6,0.5,7.6,0.0,25.9,4.3,2.7,3.8,3887,2017,,39.06,Theological and Ministerial Studies.
303,40.01,138,94.9,69.5,43.5,17.6,26.0,42.0,16.8,25.2,0.0,0.0,0.0,1.5,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.8,22.1,13.0,17.6,0.0,27182,2017,,40.01,Physical Sciences.
304,40.02,158,58.9,84.8,51.6,45.2,6.5,39.8,38.7,1.1,0.0,0.0,0.0,5.4,2.2,3.2,2.2,0.0,2.2,4.3,4.3,0.0,1.1,0.0,31.2,11.8,3.2,1.1,42157,2017,,40.02,Astronomy and Astrophysics.
305,40.04,29,75.1,81.4,33.8,28.0,5.7,28.0,24.8,3.2,0.6,0.6,0.0,0.6,0.6,0.0,3.2,0.6,2.5,1.3,1.3,0.0,0.6,11.5,35.0,14.6,3.8,0.6,4447,2017,,40.04,Atmospheric Sciences and Meteorology.
306,40.05,3475,68.4,84.1,39.3,34.5,4.8,33.4,3.1,3.4,0.3,0.3,0.0,3.2,2.7,0.6,0.7,0.0,0.7,1.6,1.5,0.1,0.9,1.1,41.8,9.4,6.3,1.1,42355,2017,,40.05,Chemistry.
307,40.06,1623,55.3,77.8,49.9,44.3,5.6,42.1,37.8,4.3,0.8,0.7,0.1,3.6,2.7,0.9,0.4,0.3,0.1,3.0,2.9,0.1,0.7,1.6,24.4,15.0,6.8,1.7,39795,2017,,40.06,Geological and Earth Sciences/Geosciences.
308,40.08,1962,62.1,83.6,39.7,35.7,4.0,34.5,31.6,3.0,0.7,0.6,0.1,2.2,1.7,0.5,0.2,0.1,0.2,2.1,1.7,0.3,0.4,1.5,4.2,11.1,5.0,2.1,52313,2017,,40.08,Physics.
309,40.10,475,65.7,83.8,53.2,52.6,0.6,51.0,5.3,0.6,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,0.0,1.0,0.6,27.9,15.4,0.6,1.3,64378,2017,,40.10,Materials Sciences.
310,42.01,23929,61.9,8.0,48.8,4.4,8.4,43.9,37.2,6.7,0.6,0.5,0.1,1.9,1.4,0.6,0.9,0.2,0.7,1.4,1.1,0.2,1.5,0.6,27.2,11.0,8.5,2.3,35328,2017,,42.01,"Psychology, General."
311,42.27,355,66.2,93.1,58.3,5.2,8.1,48.9,43.8,5.1,0.9,0.9,0.0,2.6,1.3,1.3,0.9,0.0,0.9,5.1,4.3,0.9,0.4,0.0,32.8,3.8,3.0,1.7,41197,2017,,42.27,Research and Experimental Psychology.
312,42.28,466,69.3,91.0,56.7,51.4,5.3,48.9,44.0,5.0,0.0,0.0,0.0,5.9,5.6,0.3,0.3,0.3,0.0,1.5,1.5,0.0,3.1,0.0,3.7,6.8,2.2,0.6,41,2017,,42.28,"Clinical, Counseling and Applied Psychology."
313,43.01,778,47.0,8.4,61.0,5.4,1.7,56.4,47.6,8.8,0.7,0.4,0.3,2.5,1.5,1.0,0.1,0.1,0.1,1.4,0.9,0.4,0.5,3.6,14.4,15.1,4.2,1.1,421,2017,,43.01,Criminal Justice and Corrections.
314,43.02,252,82.1,93.6,85.0,83.1,1.9,84.5,82.6,1.9,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,5.8,4.8,1.4,1.9,61261,2017,,43.02,Fire Protection.
315,43.03,216,63.9,93.5,76.8,74.6,2.2,75.4,73.9,1.4,0.7,0.7,0.0,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.7,5.1,1.9,5.1,1.4,0.0,6829,2017,,43.03,Homeland Security.
316,44.02,56,58.9,81.0,59.4,54.0,5.4,54.7,5.3,4.4,1.0,0.7,0.3,2.0,1.7,0.3,0.3,0.0,0.3,1.3,1.3,0.0,1.7,7.0,12.1,14.1,4.7,1.0,54386,2017,,44.02,Community Organization and Advocacy.
317,44.05,32,64.4,83.3,59.2,54.4,4.9,49.5,46.6,2.9,0.0,0.0,0.0,5.3,4.4,1.0,0.5,0.5,0.0,3.9,2.9,1.0,3.4,0.5,18.9,1.7,5.8,1.5,43542,2017,,44.05,Public Policy Analysis.
318,44.07,4638,59.9,83.9,47.4,4.2,7.3,41.9,37.2,4.8,0.5,0.4,0.1,2.0,1.3,0.7,1.8,0.3,1.5,1.2,1.0,0.2,1.2,0.1,34.3,1.5,5.4,1.0,33189,2017,,44.07,Social Work.
319,45.01,153,55.2,74.4,51.4,45.3,6.0,46.0,42.2,3.8,0.6,0.6,0.0,1.7,0.8,0.8,1.5,0.1,1.4,1.5,1.5,0.0,0.5,3.7,16.7,19.9,5.0,3.0,4341,2017,,45.01,"Social Sciences, General."
320,45.02,264,57.8,73.1,48.7,39.7,9.1,4.8,34.5,6.3,1.3,1.2,0.1,2.9,1.5,1.4,1.1,0.3,0.8,2.9,2.3,0.5,2.6,0.4,19.2,14.4,11.8,3.1,35572,2017,,45.02,Anthropology.
321,45.04,2496,58.9,7.6,49.5,44.5,5.0,46.9,42.4,4.4,0.5,0.5,0.1,1.4,1.0,0.4,0.1,0.1,0.0,0.6,0.5,0.1,1.0,3.9,14.9,22.9,5.9,1.9,3966,2017,,45.04,Criminology.
322,45.06,11667,62.3,85.8,69.1,66.1,3.0,63.2,61.3,2.0,1.4,1.3,0.1,1.7,1.4,0.3,0.4,0.2,0.2,2.3,1.9,0.4,0.6,0.6,14.2,11.2,2.8,1.5,54598,2017,,45.06,Economics.
323,45.07,996,53.7,75.5,55.9,47.7,8.2,46.4,4.0,6.4,1.1,1.1,0.0,5.6,3.9,1.7,0.7,0.7,0.0,2.1,1.9,0.2,1.7,1.7,14.6,2.4,3.6,2.2,41866,2017,,45.07,Geography and Cartography.
324,45.09,2564,78.2,8.4,57.1,53.5,3.5,47.0,44.9,2.0,1.0,0.9,0.1,3.4,2.4,0.9,0.5,0.4,0.1,5.2,4.9,0.3,3.5,2.3,15.6,14.9,4.3,2.3,43716,2017,,45.09,International Relations and National Security Studies.
325,45.10,98,63.8,82.8,54.0,49.1,4.9,46.3,42.8,3.6,0.9,0.8,0.1,2.4,1.8,0.6,0.8,0.5,0.3,3.5,3.2,0.3,1.8,1.8,23.8,1.8,6.1,1.7,44362,2017,,45.10,Political Science and Government.
326,45.11,6221,56.2,76.1,54.9,45.1,9.9,49.3,41.0,8.3,1.2,1.0,0.1,2.2,1.4,0.8,0.5,0.2,0.3,1.8,1.5,0.3,2.1,1.1,16.4,15.7,7.8,1.9,37868,2017,,45.11,Sociology.
327,45.12,12,55.8,88.9,61.2,5.7,1.4,5.7,43.3,7.5,3.0,1.5,1.5,4.5,3.0,1.5,0.0,0.0,0.0,3.0,3.0,0.0,6.0,0.0,16.4,7.5,3.0,6.0,421,2017,,45.12,Urban Studies/Affairs.
328,46.04,198,73.7,97.9,93.2,92.5,0.7,85.6,85.6,0.0,1.4,0.7,0.7,2.7,2.7,0.0,2.7,2.7,0.0,0.7,0.7,0.0,0.0,3.4,0.7,2.1,0.0,0.7,58583,2017,,46.04,"Building/Construction Finishing, Management, and Inspection."
329,47.06,121,42.1,91.8,88.2,74.5,13.7,88.2,74.5,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,2.0,3.9,46671,2017,,47.06,Vehicle Maintenance and Repair Technologies.
330,49.01,455,52.3,89.0,71.4,65.1,6.3,67.2,61.8,5.5,0.0,0.0,0.0,3.4,2.5,0.8,0.4,0.4,0.0,0.4,0.4,0.0,0.0,5.5,11.3,8.8,2.1,0.8,4444,2017,,49.01,Air Transportation.
331,50.01,99,64.0,84.1,69.6,53.8,15.8,53.8,43.8,1.0,3.6,3.1,0.5,5.2,1.7,3.4,4.0,2.7,1.2,3.1,2.4,0.7,1.2,0.2,1.7,13.7,1.7,2.9,37959,2017,,50.01,"Visual and Performing Arts, General."
332,50.03,735,58.9,8.6,7.4,47.6,22.9,52.4,38.3,14.1,0.7,0.5,0.2,6.9,4.6,2.3,6.9,1.8,5.1,3.5,2.3,1.2,0.2,0.2,6.9,15.2,3.5,3.5,36646,2017,,50.03,Dance.
333,50.04,4287,63.7,83.6,77.7,68.6,9.1,63.6,57.9,5.6,1.9,1.7,0.2,4.1,3.3,0.8,5.1,2.9,2.1,3.1,2.8,0.3,0.4,0.3,4.4,15.4,0.8,1.0,43846,2017,,50.04,Design and Applied Arts.
334,50.05,372,62.2,85.0,76.4,56.9,19.6,54.0,41.7,12.3,1.3,1.1,0.2,7.2,4.6,2.7,9.9,6.2,3.8,3.9,3.3,0.6,0.7,0.1,5.6,12.8,1.8,2.5,31963,2017,,50.05,Drama/Theatre Arts and Stagecraft.
335,50.06,3191,57.4,8.2,71.6,57.6,14.0,5.2,43.2,6.9,2.2,1.8,0.4,5.8,3.8,2.0,9.1,5.6,3.4,4.4,3.1,1.3,0.5,0.3,4.9,15.6,3.6,3.4,364,2017,,50.06,Film/Video and Photographic Arts.
336,50.07,5193,55.5,77.7,62.7,47.7,15.0,5.2,4.2,1.0,2.3,1.7,0.6,3.6,1.8,1.8,3.3,1.5,1.8,3.2,2.4,0.8,1.2,0.1,11.0,16.2,5.3,3.5,37391,2017,,50.07,Fine and Studio Arts.
337,50.09,379,66.4,87.0,59.5,44.5,15.0,44.8,36.3,8.5,1.8,1.3,0.5,4.2,2.3,1.8,6.3,2.8,3.5,2.4,1.7,0.6,0.5,0.3,25.3,9.8,3.0,1.7,3697,2017,,50.09,Music.
338,50.10,586,82.1,75.9,65.7,54.3,11.4,51.8,44.3,7.5,2.1,2.1,0.0,5.2,3.7,1.5,3.1,1.5,1.7,3.5,2.7,0.8,1.0,0.2,6.9,21.6,1.9,2.7,34873,2017,,50.10,"Arts, Entertainment,and Media Management."
339,51.02,299,65.4,86.6,25.6,19.2,6.3,21.3,16.5,4.8,0.4,0.3,0.1,2.7,1.5,1.2,0.4,0.3,0.1,0.7,0.6,0.2,0.5,0.1,59.2,5.2,8.1,1.4,34317,2017,,51.02,Communication Disorders Sciences and Services.
340,51.06,187,56.1,73.3,48.6,41.0,7.6,46.7,39.0,7.6,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.8,1.9,15.2,22.9,2.9,3.8,53,2017,,51.06,Dental Support Services and Allied Professions.
341,51.07,1835,67.8,82.7,69.8,65.2,4.6,66.8,62.6,4.3,0.7,0.6,0.1,1.3,1.1,0.2,0.2,0.2,0.0,0.8,0.7,0.1,2.0,1.8,8.0,13.3,3.9,1.2,44725,2017,,51.07,Health and Medical Administrative Services.
342,51.08,67,71.6,91.7,83.3,79.2,4.2,81.3,77.1,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.1,0.0,0.0,0.0,8.3,8.3,0.0,0.0,39662,2017,,51.08,Allied Health and Medical Assisting Services.
343,51.09,1699,57.9,9.4,53.3,45.4,7.8,49.2,42.8,6.4,0.6,0.4,0.2,2.2,1.3,0.9,0.3,0.3,0.0,0.9,0.6,0.3,0.2,1.1,35.5,6.0,3.6,0.4,5386,2017,,51.09,"Allied Health Diagnostic, Intervention, and Treatment Professions."
344,51.10,329,45.9,91.2,82.8,78.8,4.0,82.1,78.1,4.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,4.0,5.3,3.3,2.0,51331,2017,,51.10,Clinical/Medical Laboratory Science/Research and Allied Professions.
345,51.11,392,76.3,89.3,29.8,24.7,5.0,25.8,21.4,4.3,0.3,0.3,0.0,2.3,1.7,0.7,0.0,0.0,0.0,1.3,1.3,0.0,1.3,0.0,58.2,4.7,6.0,0.0,3776,2017,,51.11,Health/Medical Preparatory Programs.
346,51.20,493,62.5,91.2,61.7,6.4,1.3,4.3,39.0,1.3,0.3,0.3,0.0,11.7,11.7,0.0,0.0,0.0,0.0,9.4,9.4,0.0,0.0,0.0,29.2,6.8,1.9,0.3,72219,2017,,51.20,"Pharmacy, Pharmaceutical Sciences, and Administration."
347,51.22,4627,61.2,79.7,49.5,42.6,6.9,42.6,38.8,3.8,0.2,0.2,0.0,2.4,1.7,0.7,2.0,0.1,1.9,2.4,1.9,0.5,1.9,0.1,27.4,11.8,8.4,0.9,4112,2017,,51.22,Public Health.
348,51.23,97,78.6,91.8,38.8,32.5,6.3,35.3,3.4,4.9,0.3,0.1,0.1,2.1,1.1,1.0,0.3,0.1,0.1,0.8,0.7,0.1,0.4,0.8,51.1,5.0,3.1,0.7,4978,2017,,51.23,Rehabilitation and Therapeutic Professions.
349,51.25,161,51.6,92.8,74.7,69.9,4.8,62.7,57.8,4.8,0.0,0.0,0.0,2.4,2.4,0.0,1.2,1.2,0.0,8.4,8.4,0.0,0.0,1.2,16.9,4.8,2.4,0.0,31481,2017,,51.25,Veterinary Biomedical and Clinical Sciences.
350,51.31,661,68.1,88.7,47.8,4.4,7.3,36.9,31.3,5.6,0.7,0.4,0.2,3.8,2.9,0.9,0.9,0.7,0.2,5.6,5.1,0.4,0.4,0.2,38.4,7.8,3.3,2.0,36762,2017,,51.31,Dietetics and Clinical Nutrition Services.
351,51.38,17384,62.2,91.7,86.9,8.5,6.4,83.2,78.1,5.0,0.3,0.2,0.1,1.1,0.8,0.3,1.0,0.1,0.9,1.4,1.3,0.1,0.4,0.6,3.0,7.5,0.8,0.9,5842,2017,,51.38,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing."
352,52.02,29772,65.2,85.8,75.1,7.2,5.0,69.1,65.7,3.4,1.8,1.6,0.2,1.8,1.4,0.5,0.9,0.3,0.6,1.6,1.2,0.3,0.4,0.8,7.8,12.1,1.8,1.9,51851,2017,,52.02,"Business Administration, Management and Operations."
353,52.03,14391,76.0,88.8,65.3,59.9,5.4,59.3,56.3,3.0,0.7,0.6,0.0,1.2,1.0,0.2,0.7,0.2,0.6,3.4,1.8,1.6,0.1,0.3,21.9,8.7,2.3,1.3,52343,2017,,52.03,Accounting and Related Services.
354,52.05,353,8.2,86.8,8.2,62.2,18.0,7.0,59.4,1.6,1.4,1.4,0.0,0.7,0.4,0.4,0.7,0.7,0.0,7.4,0.4,7.1,0.0,0.4,5.3,13.1,0.0,1.1,49284,2017,,52.05,Business/Corporate Communications.
355,52.08,146,73.4,86.8,76.3,72.1,4.2,7.2,67.9,2.3,1.3,1.1,0.1,1.8,1.4,0.5,0.5,0.1,0.3,2.5,1.5,1.0,0.2,0.3,8.8,11.3,1.7,1.3,56355,2017,,52.08,Finance and Financial Management Services.
356,52.09,2586,72.5,85.4,78.8,73.6,5.2,7.9,67.2,3.7,1.2,1.0,0.2,3.1,2.3,0.8,0.5,0.3,0.3,3.1,2.9,0.2,0.4,0.4,4.7,13.5,0.9,1.3,38776,2017,,52.09,Hospitality Administration/Management.
357,52.10,2367,68.4,85.8,76.7,72.2,4.4,69.1,66.4,2.7,1.2,1.0,0.2,3.0,2.1,0.9,0.3,0.2,0.1,3.1,2.5,0.6,0.2,1.0,7.1,11.8,2.3,0.9,4616,2017,,52.10,Human Resources Management and Services.
358,52.11,1845,7.1,86.0,73.8,68.7,5.1,65.4,62.1,3.3,1.5,1.2,0.2,3.2,2.8,0.4,0.8,0.5,0.3,3.0,2.2,0.9,0.9,0.3,9.4,11.8,1.9,1.8,48324,2017,,52.11,International Business.
359,52.06,1765,72.6,67.8,51.7,49.6,2.1,47.4,46.4,1.0,0.9,0.9,0.0,1.1,0.9,0.2,0.9,0.5,0.4,1.4,0.9,0.5,0.3,0.7,12.4,25.4,5.5,4.0,539,2017,,52.06,Business/Managerial Economics.
360,52.07,1545,65.9,89.0,79.0,73.9,5.1,65.9,63.3,2.7,8.2,6.9,1.3,2.7,2.2,0.5,1.0,0.8,0.2,1.3,0.8,0.5,0.7,0.5,7.7,1.3,0.6,1.3,46629,2017,,52.07,Entrepreneurial and Small Business Operations.
361,52.12,3278,77.0,84.1,75.7,71.9,3.7,71.0,69.0,2.0,0.9,0.8,0.1,1.4,1.0,0.4,1.2,0.1,1.1,1.1,1.0,0.2,0.2,0.6,6.5,14.5,1.2,1.3,6575,2017,,52.12,Management Information Systems and Services.
362,52.13,1336,77.5,86.8,76.8,71.0,5.8,7.1,66.6,3.5,1.5,1.4,0.2,2.1,1.4,0.8,0.3,0.3,0.0,2.8,1.4,1.4,0.2,0.0,7.9,11.3,1.6,2.1,58377,2017,,52.13,Management Sciences and Quantitative Methods.
363,52.14,12289,74.2,86.3,78.8,72.5,6.3,71.9,67.5,4.4,1.5,1.4,0.1,1.8,1.3,0.5,0.8,0.2,0.6,2.8,2.0,0.8,0.4,0.3,5.6,12.5,1.0,1.5,45842,2017,,52.14,Marketing.
364,52.15,366,78.7,79.6,73.6,71.5,2.1,68.1,67.4,0.7,2.1,2.1,0.0,1.4,0.7,0.7,0.0,0.0,0.0,2.1,1.4,0.7,0.3,0.3,2.8,17.4,2.4,3.1,47769,2017,,52.15,Real Estate.
365,52.17,335,93.4,91.0,86.3,85.3,1.0,84.7,83.7,1.0,0.6,0.6,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.3,3.8,8.3,0.6,0.6,5118,2017,,52.17,Insurance.
366,52.18,37,82.2,89.7,85.9,84.2,1.6,82.2,81.3,1.0,0.7,0.3,0.3,1.3,1.0,0.3,0.3,0.3,0.0,1.3,1.3,0.0,0.0,0.0,2.6,9.5,0.7,1.3,47218,2017,,52.18,"General Sales, Merchandising and Related Marketing Operations."
367,52.19,546,7.7,88.8,82.6,72.0,1.6,75.4,66.1,9.3,1.0,0.8,0.3,2.1,1.0,1.0,0.3,0.3,0.0,3.9,3.9,0.0,0.5,0.0,5.2,1.6,0.5,0.5,36351,2017,,52.19,"Specialized Sales, Merchandising and  Marketing Operations."
368,52.20,891,71.2,94.9,92.9,86.9,6.0,84.9,81.2,3.6,1.3,0.9,0.3,4.3,3.0,1.3,0.3,0.3,0.0,2.2,1.4,0.8,0.0,1.1,0.8,4.7,0.3,0.2,58744,2017,,52.20,Construction Management.
369,01.01,1882,78.9,89.9,78.0,75.6,2.4,71.1,69.1,2.0,4.0,3.8,0.2,0.9,0.7,0.2,0.5,0.5,0.0,1.5,1.5,0.1,0.3,0.3,1.4,9.6,0.5,0.9,43982,2018,,01.01,Agricultural Business and Management.
370,01.02,3,9.0,74.1,66.7,66.7,0.0,55.6,55.6,0.0,3.7,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,7.4,0.0,0.0,3.7,3.7,25.9,0.0,0.0,533,2018,,01.02,Agricultural Mechanization.
371,01.03,28,68.8,82.9,68.5,58.0,1.5,54.5,45.5,9.1,3.5,3.5,0.0,2.1,2.1,0.0,1.4,0.7,0.7,7.0,6.3,0.7,0.0,0.0,12.6,14.0,2.8,2.1,47452,2018,,01.03,Agricultural Production Operations.
372,01.06,52,71.2,91.7,75.7,75.7,0.0,73.0,73.0,0.0,0.0,0.0,0.0,2.7,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,1.8,5.4,2.7,2.7,3736,2018,,01.06,Applied Horticulture and Horticultural Business Services.
373,01.08,48,82.1,86.1,7.1,67.5,2.7,62.7,6.3,2.4,0.9,0.9,0.0,3.3,3.3,0.0,0.9,0.6,0.3,2.4,2.4,0.0,0.6,0.6,14.0,13.4,0.3,0.9,48636,2018,,01.08,Agricultural Public Services.
374,01.09,1984,77.1,84.2,52.4,47.5,4.8,45.5,41.8,3.7,1.9,1.7,0.2,2.0,1.6,0.3,0.5,0.5,0.1,2.5,2.0,0.5,0.4,0.3,3.0,12.1,3.5,1.3,37291,2018,,01.09,Animal Sciences.
375,01.10,437,78.3,86.0,55.3,53.2,2.0,49.1,47.4,1.8,0.6,0.3,0.3,2.3,2.3,0.0,0.3,0.3,0.0,2.9,2.9,0.0,0.3,0.3,28.7,12.3,1.5,1.8,51646,2018,,01.10,Food Science and Technology.
376,01.11,738,78.2,85.7,65.0,61.2,3.8,54.2,51.8,2.4,4.2,4.0,0.2,3.1,2.8,0.3,0.5,0.5,0.0,2.9,2.1,0.9,0.2,0.5,19.2,12.5,1.7,0.9,41412,2018,,01.11,Plant Sciences.
377,01.12,24,75.0,93.8,61.1,61.1,0.0,38.9,38.9,0.0,5.6,5.6,0.0,11.1,11.1,0.0,0.0,0.0,0.0,5.6,5.6,0.0,0.0,0.0,22.2,0.0,5.6,11.1,46529,2018,,01.12,Soil Sciences.
378,03.01,3474,64.3,81.5,61.3,54.7,6.6,51.8,46.8,5.0,0.4,0.4,0.0,5.0,3.9,1.0,0.4,0.3,0.1,3.7,3.2,0.4,3.0,0.7,15.0,14.6,3.5,1.9,3915,2018,,03.01,Natural Resources Conservation and Research.
379,03.02,668,64.1,82.7,63.8,55.8,7.9,47.2,42.1,5.1,1.6,1.4,0.2,9.6,8.2,1.4,0.2,0.0,0.2,5.1,4.2,0.9,2.8,0.9,13.1,15.7,1.2,2.6,35785,2018,,03.02,Natural Resources Management and Policy.
380,03.05,13,56.2,88.4,76.7,67.1,9.6,56.2,47.9,8.2,0.0,0.0,0.0,17.8,16.4,1.4,1.4,1.4,0.0,1.4,1.4,0.0,1.4,1.4,4.1,9.6,1.4,5.5,3233,2018,,03.05,Forestry.
381,03.06,398,77.4,81.7,68.2,6.1,8.1,44.2,39.6,4.5,0.6,0.6,0.0,18.2,15.3,2.9,0.0,0.0,0.0,5.2,4.5,0.6,1.3,1.6,8.8,16.6,1.3,2.3,32197,2018,,03.06,Wildlife and Wildlands Science and Management.
382,04.02,1597,7.0,87.5,54.2,52.2,2.0,47.4,46.1,1.3,0.5,0.5,0.0,0.8,0.6,0.2,0.4,0.4,0.0,5.0,4.6,0.4,0.2,0.4,31.9,11.0,1.4,0.9,4747,2018,,04.02,Architecture.
383,04.03,264,61.7,64.0,46.0,42.3,3.7,4.5,38.0,2.5,2.5,1.8,0.6,1.8,1.8,0.0,0.0,0.0,0.0,1.2,0.6,0.6,1.2,0.6,15.3,31.3,4.3,1.2,4629,2018,,04.03,"City/Urban, Community and Regional Planning."
384,04.04,11,66.3,92.5,61.2,58.2,3.0,53.7,52.2,1.5,1.5,0.0,1.5,1.5,1.5,0.0,0.0,0.0,0.0,4.5,4.5,0.0,0.0,0.0,31.3,6.0,1.5,0.0,36569,2018,,04.04,Environmental Design.
385,04.05,64,76.6,79.2,75.5,71.4,4.1,65.3,63.3,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.2,6.1,2.0,0.0,0.0,2.0,18.4,2.0,2.0,35656,2018,,04.05,Interior Architecture.
386,04.06,162,69.1,81.8,61.6,58.0,3.6,5.0,48.2,1.8,0.9,0.9,0.0,4.5,2.7,1.8,0.0,0.0,0.0,6.3,6.3,0.0,0.0,0.0,18.8,17.0,0.9,1.8,4654,2018,,04.06,Landscape Architecture.
387,05.01,18,65.5,84.3,6.3,54.6,5.7,5.6,47.1,3.5,0.4,0.3,0.1,4.4,3.1,1.3,0.4,0.3,0.1,4.4,3.8,0.6,2.4,1.7,19.2,12.2,3.4,0.8,4765,2018,,05.01,Area Studies.
388,05.02,12,65.97,83.61,59.0,52.95,6.5,5.38,45.84,4.54,0.45,0.45,0.0,4.8,3.33,0.76,0.45,0.15,0.3,3.63,3.18,0.45,4.54,0.15,18.91,11.8,4.39,1.2,38217,2018,,05.02,"Ethnic, Cultural Minority, Gender, and Group Studies."
389,09.04,4253,68.2,84.1,73.9,65.6,8.3,63.8,57.9,5.9,1.0,0.9,0.1,2.7,1.9,0.8,2.0,1.1,0.9,4.4,3.9,0.6,0.4,0.1,8.8,13.9,1.8,1.0,35274,2018,,09.04,Journalism.
