,cip_code,total_graduates,knowledge_rate,career_outcomes_perc,total_perc_employed_overall,total_perc_employed_full_time,total_perc_employed_part_time,perc_standard_employment_overall,perc_standard_full_time,perc_standard_part_time,perc_entrepreneur_overall,perc_entrepreneur_full_time,perc_entrepreneur_part_time,perc_temp_contract_overall,perc_temp_contract_full_time,perc_temp_contract_part_time,perc_freelance_overall,perc_freelance_full_time,perc_freelance_part_time,perc_fellowship_intern_overall,perc_fellowship_intern_full_time,perc_fellowship_intern_part_time,perc_service,perc_military,perc_continuing_ed,perc_seeking_employment,perc_seeking_continuing_ed,perc_not_seeking,mean_starting_salary,year,perc_still_seeking_overall
226,1905,994,65.1,87.5,38.0,32.6,5.4,33.2,29.4,3.9,1.9,1.2,0.6,1.9,1.4,0.5,0.2,0.2,0.0,0.9,0.5,0.5,0.5,0.3,47.0,9.1,3.2,1.9,38538,2021,12.4
227,1907,3735,62.0,83.6,5.0,44.3,5.7,48.4,43.2,5.2,0.3,0.3,0.0,0.6,0.3,0.2,0.3,0.2,0.1,0.4,0.3,0.1,0.4,0.3,31.7,11.1,5.0,1.4,365,2021,16.2
228,2605,686,66.0,83.8,38.4,34.9,3.5,32.5,29.6,2.9,0.2,0.0,0.2,3.5,3.5,0.0,0.2,0.0,0.2,2.0,1.8,0.2,1.1,0.2,42.4,1.4,5.7,1.8,4316,2021,16.1
229,2609,1587,71.5,8.5,3.8,24.4,6.3,27.8,21.9,5.9,0.8,0.7,0.1,1.1,0.9,0.2,0.2,0.2,0.0,1.0,0.8,0.2,0.4,1.2,46.9,6.8,12.4,1.5,3827,2021,19.2
230,2615,2933,68.6,85.1,46.4,41.1,5.4,42.1,37.6,4.6,0.2,0.2,0.0,2.1,1.6,0.4,0.3,0.1,0.1,1.7,1.5,0.2,0.6,0.3,36.9,7.0,7.8,0.9,42458,2021,14.8
231,2701,4964,61.3,85.3,49.2,45.8,3.4,45.9,43.1,2.8,0.5,0.5,0.0,1.5,1.2,0.3,0.4,0.3,0.1,0.9,0.7,0.3,0.6,0.5,34.4,11.2,3.4,0.8,66657,2021,14.6
232,3019,689,61.5,73.9,28.8,23.6,5.2,24.8,2.5,4.2,0.5,0.2,0.2,0.9,0.2,0.7,0.0,0.0,0.0,2.6,2.6,0.0,0.2,0.0,43.6,13.9,11.8,1.7,38861,2021,25.7
233,4005,3324,62.0,84.1,39.8,36.5,3.3,35.7,33.0,2.7,0.3,0.2,0.1,2.2,2.0,0.2,0.0,0.0,0.0,1.5,1.2,0.3,0.3,1.1,41.9,1.2,5.5,1.2,4543,2021,15.8
234,4228,1246,73.0,82.9,49.7,44.8,4.8,45.6,41.8,3.8,0.3,0.2,0.1,1.1,0.8,0.3,0.3,0.0,0.3,2.3,2.1,0.2,0.3,1.2,27.7,9.7,7.0,4.4,36721,2021,16.7
235,4407,4187,61.3,84.7,39.6,34.9,4.7,37.2,33.0,4.2,0.3,0.2,0.1,0.7,0.4,0.3,0.1,0.1,0.0,1.2,1.1,0.1,0.8,0.3,43.0,11.2,4.0,1.2,36375,2021,15.2
236,4501,1177,65.8,82.7,57.7,48.8,8.9,52.8,45.2,7.6,1.9,1.5,0.4,2.3,1.8,0.5,0.4,0.1,0.3,0.3,0.1,0.1,0.3,2.2,21.4,13.4,3.7,1.3,51636,2021,17.2
237,4509,3498,76.5,87.9,58.3,52.2,6.1,52.0,47.9,4.1,0.7,0.5,0.1,2.7,1.6,1.0,0.2,0.2,0.0,2.7,2.0,0.7,1.1,1.7,26.0,1.2,1.8,1.0,5335,2021,12.0
238,5010,1179,72.3,88.0,74.4,61.5,12.9,6.9,51.3,9.6,3.5,3.1,0.5,2.5,1.3,1.2,6.7,5.5,1.2,0.8,0.4,0.5,0.5,0.4,11.6,1.3,1.5,1.3,39993,2021,11.9
239,5107,1986,65.3,87.8,7.6,67.7,2.9,66.8,64.4,2.5,0.4,0.3,0.1,1.0,0.8,0.2,0.0,0.0,0.0,2.4,2.2,0.2,0.2,1.3,12.3,1.5,1.4,3.7,45843,2021,11.9
240,5122,5469,62.3,85.5,53.4,48.0,5.3,49.7,45.2,4.5,0.4,0.2,0.2,1.6,1.1,0.6,0.3,0.2,0.1,1.4,1.3,0.1,0.5,0.7,3.5,9.6,4.8,0.6,44856,2021,14.4
241,5123,896,71.3,92.6,29.1,25.8,3.3,27.2,24.4,2.8,0.0,0.0,0.0,0.8,0.5,0.3,0.2,0.0,0.2,0.9,0.9,0.0,0.0,0.0,63.4,4.7,2.7,0.2,3724,2021,7.4
242,5131,946,67.8,9.1,47.3,44.5,2.8,44.6,42.3,2.3,0.2,0.2,0.0,0.5,0.3,0.2,0.0,0.0,0.0,2.0,1.7,0.3,0.3,0.6,38.4,8.3,1.2,3.9,36224,2021,9.5
243,5202,28318,64.3,87.6,73.8,7.0,3.8,69.7,66.6,3.1,1.6,1.4,0.2,1.2,1.0,0.3,0.4,0.3,0.1,0.9,0.8,0.2,0.1,1.0,11.4,1.8,1.4,1.4,56391,2021,12.3
244,5207,1395,68.2,88.7,72.2,68.1,4.1,62.5,59.2,3.3,6.7,6.2,0.5,1.4,1.3,0.1,0.7,0.6,0.1,0.8,0.7,0.1,0.1,0.3,15.0,1.2,0.8,1.4,5821,2021,11.0
245,5208,15962,73.4,88.8,76.2,73.3,2.8,71.7,69.8,1.9,1.3,1.2,0.1,0.8,0.6,0.2,0.2,0.2,0.0,2.2,1.5,0.6,0.0,0.5,11.4,9.3,1.7,0.8,62163,2021,11.0
246,5209,2662,66.1,81.5,71.8,63.5,8.4,65.1,58.3,6.8,1.8,1.6,0.1,2.3,1.5,0.8,0.3,0.2,0.1,2.4,1.8,0.6,0.3,0.3,7.8,16.4,1.6,1.7,38989,2021,18.1
247,5210,2426,71.8,85.2,7.5,65.2,5.3,65.8,61.4,4.4,1.0,1.0,0.1,2.1,1.7,0.4,0.4,0.2,0.2,1.1,0.9,0.3,0.2,0.7,13.1,11.7,3.0,0.9,562,2021,14.7
248,5213,2764,76.6,89.0,76.1,74.4,1.7,69.7,68.4,1.3,1.5,1.3,0.1,1.0,1.0,0.0,0.1,0.1,0.0,3.8,3.6,0.2,0.0,0.3,11.9,9.9,1.0,0.8,65843,2021,1.9
249,5214,1413,72.1,86.5,76.6,71.7,4.9,7.9,67.3,3.6,1.7,1.6,0.1,1.0,0.7,0.2,0.8,0.5,0.2,2.2,1.5,0.7,0.1,0.3,8.8,12.3,1.0,0.8,49481,2021,13.3
250,5220,1289,61.7,9.5,86.4,85.0,1.4,82.8,81.5,1.3,1.5,1.5,0.0,1.5,1.4,0.1,0.3,0.3,0.0,0.4,0.4,0.0,0.0,1.6,2.0,9.2,0.3,0.5,59697,2021,9.4
